Restaurant Name,City,Latitude,Longitude,Cuisine
"Dalal, Malhotra and Tripathi Restaurant",Lucknow,26.831605,80.970326,Indian
"Dani, Joshi and Koshy Restaurant",Jaipur,26.931525,75.802252,Arabic
"Anand, Parmar and Kapur Restaurant",Delhi,28.591045,77.198516,Italian
Sarkar-Parekh Restaurant,Mumbai,19.070647,72.850016,South Indian
"Dhaliwal, Nayar and Bakshi Restaurant",Ahmedabad,23.035721,72.590723,Japanese
Kanda Inc Restaurant,Delhi,28.586044,77.187271,South Indian
Rege PLC Restaurant,Hyderabad,17.352905,78.474382,Japanese
"Goel, Devan and Sankar Restaurant",Delhi,28.633747,77.22978,North Indian
"Krishnan, Devan and Dhar Restaurant",Hyderabad,17.388981,78.511117,Japanese
"Chatterjee, Banerjee and Mangat Restaurant",Chennai,13.055316,80.287483,Arabic
Sawhney-Kar Restaurant,Pune,18.511211,73.882891,South Indian
Vohra LLC Restaurant,Kolkata,22.530407,88.363701,Chinese
Soni-Chowdhury Restaurant,Kolkata,22.571507,88.403058,Italian
Shah-Thakkar Restaurant,Jaipur,26.94422,75.80386,South Indian
"Radhakrishnan, Dasgupta and Krishna Restaurant",Lucknow,26.82798,80.939475,Mexican
Grover-Chana Restaurant,Bangalore,12.948158,77.590017,Mexican
Kulkarni-Ahluwalia Restaurant,Pune,18.484022,73.873869,Mexican
"Sharaf, Dayal and Bir Restaurant",Hyderabad,17.392226,78.504901,North Indian
"Zachariah, Nair and Anand Restaurant",Mumbai,19.092138,72.900476,Indian
Datta-Boase Restaurant,Delhi,28.589004,77.186303,Chinese
Manda-Kunda Restaurant,Chennai,13.090752,80.243172,Italian
Lalla-Choudhury Restaurant,Pune,18.480197,73.836332,Japanese
"Kamdar, Jani and Kant Restaurant",Ahmedabad,23.050677,72.554411,Japanese
"Goda, Khare and Gupta Restaurant",Hyderabad,17.353997,78.481746,Indian
Oommen Ltd Restaurant,Jaipur,26.878536,75.760263,Indian
"Ramachandran, Khatri and Mohan Restaurant",Jaipur,26.895274,75.793476,North Indian
Deo PLC Restaurant,Lucknow,26.825215,80.922854,Indian
Bahri-Hans Restaurant,Bangalore,12.964879,77.625001,Arabic
"Ganguly, Sem and Mitra Restaurant",Delhi,28.588456,77.220141,South Indian
Sarna-Jha Restaurant,Kolkata,22.577768,88.330103,Arabic
"Krish, Cheema and Gill Restaurant",Kolkata,22.588483,88.386028,Japanese
"Sibal, Kale and Krishna Restaurant",Hyderabad,17.404417,78.483833,Arabic
Soni PLC Restaurant,Ahmedabad,23.050049,72.6059,North Indian
"Kamdar, Jani and Kant Restaurant",Lucknow,26.856485,80.967878,Chinese
"Pai, Shroff and Taneja Restaurant",Pune,18.50057,73.851777,North Indian
Vaidya PLC Restaurant,Mumbai,19.05695,72.905524,Indian
Muni-Sen Restaurant,Mumbai,19.106164,72.880691,Chinese
Mandal Group Restaurant,Bangalore,12.935268,77.600644,Arabic
Dora Group Restaurant,Mumbai,19.077045,72.840132,Chinese
Grewal-Dayal Restaurant,Ahmedabad,23.044635,72.582749,Arabic
Kamdar-Wagle Restaurant,Pune,18.541797,73.865883,South Indian
Deshmukh-Narasimhan Restaurant,Bangalore,12.958068,77.620167,North Indian
"Nath, Korpal and Naik Restaurant",Lucknow,26.836702,80.988974,Italian
Datta-Boase Restaurant,Hyderabad,17.343522,78.4778,Japanese
Nagarajan-Sama Restaurant,Lucknow,26.823608,80.946702,Italian
Dhingra-Char Restaurant,Hyderabad,17.375896,78.503412,North Indian
Sagar-Lad Restaurant,Delhi,28.604142,77.239222,North Indian
"Hans, Varughese and Khare Restaurant",Chennai,13.098135,80.293632,South Indian
Ramachandran-Sridhar Restaurant,Kolkata,22.605929,88.339276,Italian
Palla Group Restaurant,Hyderabad,17.362452,78.483654,Chinese
Tata-Manne Restaurant,Bangalore,12.978824,77.635806,Japanese
Balakrishnan-Gupta Restaurant,Mumbai,19.066122,72.861103,Arabic
Karpe-Kurian Restaurant,Jaipur,26.880215,75.779596,Arabic
Rama-Srivastava Restaurant,Kolkata,22.591254,88.369453,Arabic
Desai LLC Restaurant,Pune,18.491973,73.839746,Mexican
Ahuja and Sons Restaurant,Ahmedabad,23.003231,72.574453,Japanese
Sarkar LLC Restaurant,Chennai,13.115936,80.293822,North Indian
Warrior-Pau Restaurant,Chennai,13.110975,80.263147,Japanese
Seshadri and Sons Restaurant,Pune,18.506026,73.881452,Japanese
"Bakshi, Krishnamurthy and Randhawa Restaurant",Bangalore,12.972806,77.567456,Chinese
"Chaudry, Gala and Dora Restaurant",Hyderabad,17.402697,78.463382,Chinese
"Kale, Ganesh and Khanna Restaurant",Delhi,28.617991,77.187754,Arabic
Subramanian-Lata Restaurant,Chennai,13.064857,80.230675,Italian
"Dewan, Mitter and Luthra Restaurant",Jaipur,26.944801,75.763884,Indian
Kashyap-Kothari Restaurant,Delhi,28.608178,77.178753,Chinese
"Hans, Varughese and Khare Restaurant",Kolkata,22.562119,88.337762,Chinese
"Saxena, Nadig and Chandra Restaurant",Mumbai,19.057673,72.883429,Chinese
Manne-Sarna Restaurant,Hyderabad,17.364956,78.477563,Mexican
Hari Inc Restaurant,Ahmedabad,22.984304,72.558371,South Indian
Narayanan Ltd Restaurant,Mumbai,19.032646,72.867986,Arabic
Jani and Sons Restaurant,Ahmedabad,22.990898,72.545291,Japanese
Bains Ltd Restaurant,Hyderabad,17.360259,78.48685,North Indian
Nori-D’Alia Restaurant,Mumbai,19.100477,72.899963,Mexican
Barman-Nadkarni Restaurant,Ahmedabad,23.04192,72.565892,Chinese
Hari Inc Restaurant,Jaipur,26.886348,75.787516,Japanese
Murty Inc Restaurant,Jaipur,26.932547,75.770154,Indian
"Deshpande, Garde and Mandal Restaurant",Pune,18.508351,73.89901,Indian
"Manne, Doshi and Shroff Restaurant",Delhi,28.612352,77.239262,North Indian
Babu-Bhavsar Restaurant,Bangalore,12.982151,77.624462,Indian
Pai-Srinivasan Restaurant,Bangalore,12.960835,77.629859,North Indian
"Dalal, Malhotra and Tripathi Restaurant",Pune,18.50786,73.832717,South Indian
Dara-Tak Restaurant,Jaipur,26.925586,75.823471,Indian
Bhargava Ltd Restaurant,Pune,18.512356,73.820543,North Indian
Saha-Magar Restaurant,Delhi,28.638984,77.176489,Indian
Raj-Kunda Restaurant,Pune,18.507978,73.830655,Indian
Gupta-Parmer Restaurant,Jaipur,26.893321,75.793768,Italian
Raja-Bhakta Restaurant,Hyderabad,17.406595,78.454214,Indian
Raj Group Restaurant,Kolkata,22.61246,88.351068,South Indian
"Nair, Khalsa and Bhavsar Restaurant",Pune,18.56237,73.861527,Italian
Vig Inc Restaurant,Lucknow,26.830155,80.937181,Indian
Rajagopalan Inc Restaurant,Hyderabad,17.412368,78.510831,North Indian
Mittal Group Restaurant,Chennai,13.100477,80.248588,North Indian
Bala-Dua Restaurant,Kolkata,22.586841,88.349799,South Indian
Nazareth-Venkataraman Restaurant,Bangalore,12.996517,77.560664,South Indian
Kara Ltd Restaurant,Pune,18.551359,73.885682,Mexican
Kashyap-Kothari Restaurant,Bangalore,13.012043,77.587494,South Indian
"Sethi, Kaul and Ramaswamy Restaurant",Chennai,13.044529,80.291218,South Indian
"Rau, Pingle and Pingle Restaurant",Mumbai,19.052821,72.877115,South Indian
Kakar Ltd Restaurant,Hyderabad,17.416814,78.486694,Japanese
Pillay Ltd Restaurant,Lucknow,26.841332,80.908182,Japanese
Balan-Mangal Restaurant,Pune,18.478138,73.856216,Chinese
"Seth, Balay and Iyengar Restaurant",Pune,18.544058,73.853507,Mexican
Das and Sons Restaurant,Pune,18.531992,73.881335,North Indian
Pall LLC Restaurant,Jaipur,26.885688,75.781199,Chinese
Nayak-Mutti Restaurant,Pune,18.555995,73.836924,Japanese
Prashad-Baral Restaurant,Kolkata,22.594377,88.366318,North Indian
Kari-Merchant Restaurant,Kolkata,22.587367,88.327134,North Indian
Rama-Srivastava Restaurant,Mumbai,19.074187,72.913682,Chinese
Pingle Ltd Restaurant,Lucknow,26.840852,80.966238,North Indian
Rama-Srivastava Restaurant,Delhi,28.636854,77.217041,Mexican
Kala-Kanda Restaurant,Jaipur,26.919717,75.814878,Mexican
"Sethi, Mane and Gour Restaurant",Ahmedabad,23.007993,72.604298,North Indian
"Kaur, Krishnan and Mander Restaurant",Bangalore,12.942297,77.602566,Japanese
Sarin-Srinivasan Restaurant,Mumbai,19.086884,72.847814,Arabic
Vohra LLC Restaurant,Bangalore,12.94466,77.611194,Japanese
Jani and Sons Restaurant,Bangalore,12.985968,77.612723,Indian
Narain-Sanghvi Restaurant,Chennai,13.101376,80.30509,Chinese
Pandit-Chaudhuri Restaurant,Ahmedabad,23.03115,72.549385,Mexican
Brahmbhatt-Natt Restaurant,Kolkata,22.555453,88.335579,Japanese
"Mitra, Vig and Narain Restaurant",Kolkata,22.590166,88.371796,Indian
"Karan, Bhandari and Bhatnagar Restaurant",Delhi,28.638193,77.210638,South Indian
"Choudhary, Sangha and Desai Restaurant",Pune,18.544313,73.851089,Mexican
Suresh PLC Restaurant,Delhi,28.595986,77.182262,North Indian
Dugal and Sons Restaurant,Chennai,13.115574,80.271496,North Indian
Gulati-Memon Restaurant,Lucknow,26.83571,80.918835,Chinese
Kapadia PLC Restaurant,Chennai,13.097454,80.305371,Arabic
Mand and Sons Restaurant,Kolkata,22.603725,88.352601,Chinese
Khalsa Ltd Restaurant,Delhi,28.630395,77.197678,Mexican
"Jhaveri, Baria and Chaudhari Restaurant",Hyderabad,17.411561,78.482071,Japanese
"Taneja, Swaminathan and Kumer Restaurant",Hyderabad,17.35399,78.501672,North Indian
Nair-Madan Restaurant,Bangalore,12.991953,77.610358,Japanese
"Murthy, Guha and Suri Restaurant",Bangalore,12.977818,77.628305,Chinese
"Wable, Borah and Kulkarni Restaurant",Jaipur,26.900711,75.755602,Chinese
Nayar-Kanda Restaurant,Chennai,13.104023,80.234006,South Indian
Nagi-Rattan Restaurant,Chennai,13.097013,80.308567,Mexican
Lad and Sons Restaurant,Delhi,28.614799,77.184667,Arabic
"Chad, Halder and Hegde Restaurant",Ahmedabad,23.040566,72.606049,Chinese
Chowdhury Inc Restaurant,Pune,18.540082,73.861064,Arabic
Sandhu-Wali Restaurant,Pune,18.539653,73.853292,Arabic
Misra LLC Restaurant,Kolkata,22.549201,88.385867,North Indian
Purohit LLC Restaurant,Delhi,28.611984,77.241798,South Indian
Dass-Chad Restaurant,Jaipur,26.894752,75.756775,Mexican
"Krishnan, Thaker and Goswami Restaurant",Delhi,28.642406,77.201751,Japanese
Lad-Bandi Restaurant,Ahmedabad,23.038859,72.582456,Indian
Gala LLC Restaurant,Kolkata,22.590538,88.352451,North Indian
Shan Ltd Restaurant,Jaipur,26.886175,75.76995,Indian
Saran-Lall Restaurant,Lucknow,26.872489,80.914155,Indian
Bassi PLC Restaurant,Kolkata,22.551817,88.343496,Italian
Bhargava Ltd Restaurant,Pune,18.549453,73.883054,North Indian
"Natt, Atwal and Murty Restaurant",Pune,18.51442,73.838273,Italian
Kothari-Prashad Restaurant,Delhi,28.617434,77.177262,Italian
"Zachariah, Nair and Anand Restaurant",Mumbai,19.102712,72.880649,North Indian
"Shan, Chada and Khalsa Restaurant",Jaipur,26.94284,75.768978,Japanese
"Zacharia, Dara and Tara Restaurant",Jaipur,26.893259,75.790985,Mexican
Dixit-Mane Restaurant,Hyderabad,17.364764,78.472352,Arabic
Sathe-Bakshi Restaurant,Pune,18.529489,73.838732,Japanese
"Borde, Bhakta and Bir Restaurant",Delhi,28.58824,77.205983,Japanese
Saxena-Dhar Restaurant,Mumbai,19.042004,72.8756,Chinese
"Palla, Saraf and Sarkar Restaurant",Pune,18.49581,73.847942,Japanese
Prasad-Mammen Restaurant,Hyderabad,17.390369,78.466109,Japanese
"Sem, Nadig and Magar Restaurant",Ahmedabad,22.988102,72.587814,Arabic
"Halder, Reddy and Agrawal Restaurant",Pune,18.506291,73.841667,Chinese
Kanda-Dutta Restaurant,Ahmedabad,23.058585,72.558376,North Indian
"Rau, Sem and Deshpande Restaurant",Hyderabad,17.36652,78.462885,Indian
"Dhawan, Dube and Brar Restaurant",Lucknow,26.867249,80.95492,South Indian
Saxena Inc Restaurant,Delhi,28.622549,77.160936,Indian
Raghavan and Sons Restaurant,Bangalore,12.994681,77.588086,Japanese
Hans Ltd Restaurant,Chennai,13.107378,80.259021,Indian
Solanki-Walla Restaurant,Hyderabad,17.36906,78.449597,Arabic
Handa Group Restaurant,Chennai,13.081802,80.316386,Italian
Dalal Ltd Restaurant,Mumbai,19.058806,72.893793,Chinese
Prabhakar-Chaudhari Restaurant,Pune,18.546959,73.871929,Mexican
"Anand, Parmar and Kapur Restaurant",Chennai,13.108206,80.267573,Italian
D’Alia LLC Restaurant,Bangalore,12.950264,77.632368,Mexican
Bansal-Munshi Restaurant,Delhi,28.572307,77.19989,Chinese
"Shenoy, Mital and Chadha Restaurant",Jaipur,26.89405,75.771587,North Indian
Wason-Srinivasan Restaurant,Ahmedabad,23.022059,72.592524,Chinese
Saxena Inc Restaurant,Mumbai,19.046815,72.859272,Italian
Kapur-Mahal Restaurant,Mumbai,19.041561,72.904701,South Indian
Apte-Parmer Restaurant,Pune,18.550856,73.87703,Arabic
Manne-Sarna Restaurant,Mumbai,19.0441,72.878495,Japanese
Bassi-Ramaswamy Restaurant,Bangalore,12.950057,77.596926,Mexican
"Bhandari, Dixit and Ganesan Restaurant",Kolkata,22.564484,88.383318,South Indian
Bansal-Munshi Restaurant,Chennai,13.112697,80.28542,North Indian
Tak Inc Restaurant,Kolkata,22.575251,88.3976,North Indian
"Khosla, Chand and Bera Restaurant",Kolkata,22.554476,88.399686,Mexican
"Narayan, Parikh and Sethi Restaurant",Hyderabad,17.344748,78.490096,Arabic
"Pai, Shroff and Taneja Restaurant",Pune,18.53109,73.884352,Indian
"Rattan, Buch and Nair Restaurant",Delhi,28.583168,77.229244,Japanese
Karpe and Sons Restaurant,Hyderabad,17.373074,78.516345,Japanese
Brahmbhatt-Rama Restaurant,Chennai,13.059997,80.253205,Indian
"Sant, Ram and Rastogi Restaurant",Mumbai,19.082997,72.897214,Japanese
Sharma-Sathe Restaurant,Lucknow,26.830273,80.961165,South Indian
"Batta, Radhakrishnan and Kar Restaurant",Ahmedabad,22.991204,72.552089,Arabic
Garg Inc Restaurant,Pune,18.541076,73.859338,North Indian
Ahuja-Mohan Restaurant,Bangalore,12.943954,77.589491,Italian
Basu Inc Restaurant,Lucknow,26.844176,80.905388,North Indian
Shankar-Batta Restaurant,Mumbai,19.07178,72.920163,South Indian
Behl Group Restaurant,Mumbai,19.041945,72.901015,Chinese
Sant-Ramaswamy Restaurant,Chennai,13.09713,80.253891,Chinese
"Kumar, Zacharia and Bath Restaurant",Chennai,13.100888,80.273172,Mexican
Kakar Ltd Restaurant,Chennai,13.098432,80.279722,Italian
"Dalal, Sanghvi and Hayer Restaurant",Delhi,28.638695,77.200173,South Indian
Comar LLC Restaurant,Delhi,28.583842,77.181659,North Indian
Chanda and Sons Restaurant,Kolkata,22.543881,88.393233,Indian
"Tella, Baral and Thaker Restaurant",Kolkata,22.579447,88.395993,Italian
Parmar-Sood Restaurant,Mumbai,19.053593,72.839222,South Indian
"Karan, Johal and Yohannan Restaurant",Kolkata,22.58406,88.391941,Arabic
Dhawan Ltd Restaurant,Mumbai,19.116309,72.886046,Mexican
Upadhyay and Sons Restaurant,Delhi,28.647431,77.200182,South Indian
Bhatnagar and Sons Restaurant,Lucknow,26.861744,80.977075,Japanese
"Shah, Oommen and Palla Restaurant",Hyderabad,17.386003,78.456499,Japanese
Kalla-Wagle Restaurant,Lucknow,26.834084,80.918877,Mexican
Kota LLC Restaurant,Bangalore,12.992132,77.582145,Arabic
"Peri, Chhabra and Bhakta Restaurant",Ahmedabad,23.014183,72.598565,Arabic
Raj-Mukherjee Restaurant,Hyderabad,17.401444,78.521067,South Indian
Wason-Srinivasan Restaurant,Mumbai,19.071153,72.840817,Chinese
"Manne, Doshi and Shroff Restaurant",Mumbai,19.063393,72.909208,Indian
Sharaf Group Restaurant,Bangalore,12.947758,77.594354,Mexican
Prakash-Dara Restaurant,Hyderabad,17.392477,78.506817,Italian
"Banerjee, Solanki and Issac Restaurant",Hyderabad,17.384064,78.467279,Italian
Kamdar-Wagle Restaurant,Kolkata,22.547052,88.387526,Chinese
Vig Inc Restaurant,Lucknow,26.841025,80.917746,Arabic
Gupta-Varma Restaurant,Ahmedabad,23.047743,72.559108,Indian
Lal LLC Restaurant,Lucknow,26.864909,80.962036,Mexican
"Oommen, Boase and Bora Restaurant",Delhi,28.623154,77.182438,North Indian
Mani-Prabhakar Restaurant,Delhi,28.603915,77.227923,Indian
"Konda, Sood and Mistry Restaurant",Kolkata,22.581074,88.382304,Chinese
"Palla, Saraf and Sarkar Restaurant",Hyderabad,17.383091,78.455292,Indian
"Vala, Bhakta and Prashad Restaurant",Ahmedabad,22.992139,72.576755,Japanese
"Rajagopal, Chander and De Restaurant",Pune,18.477358,73.8608,Arabic
Dube PLC Restaurant,Lucknow,26.884018,80.936838,Indian
"Bhasin, Modi and Ganesan Restaurant",Lucknow,26.857635,80.903142,Arabic
"Venkataraman, Ravel and Kala Restaurant",Pune,18.517954,73.825037,Chinese
"Palla, Saraf and Sarkar Restaurant",Jaipur,26.883897,75.812823,Indian
"Misra, Tara and Kade Restaurant",Lucknow,26.855743,80.978205,Arabic
"Dhawan, Dube and Brar Restaurant",Jaipur,26.89224,75.798636,Arabic
"Singhal, Arya and Memon Restaurant",Ahmedabad,23.019573,72.604316,Mexican
Contractor Ltd Restaurant,Hyderabad,17.396532,78.456885,South Indian
"Kumer, Mitra and Pradhan Restaurant",Mumbai,19.068008,72.920334,Chinese
Setty Group Restaurant,Jaipur,26.948403,75.815361,Japanese
"Dube, Raman and Mody Restaurant",Ahmedabad,22.99192,72.570077,Indian
"Lanka, Kala and Khatri Restaurant",Hyderabad,17.373039,78.51523,Arabic
Mani-Sathe Restaurant,Kolkata,22.600213,88.380241,Japanese
Mahal PLC Restaurant,Pune,18.516641,73.903052,Indian
Thakkar Inc Restaurant,Ahmedabad,23.031664,72.551759,South Indian
"Nagi, Barman and Varma Restaurant",Lucknow,26.876933,80.941386,Mexican
Dara LLC Restaurant,Bangalore,12.959094,77.607939,Indian
Char and Sons Restaurant,Lucknow,26.856597,80.983259,South Indian
Das PLC Restaurant,Lucknow,26.827782,80.933059,Italian
Sarraf-Nazareth Restaurant,Chennai,13.049596,80.2684,South Indian
Sathe Group Restaurant,Delhi,28.617284,77.244496,South Indian
Gulati LLC Restaurant,Bangalore,12.966811,77.561038,North Indian
Bhatt-Vig Restaurant,Hyderabad,17.388139,78.53118,South Indian
"Chahal, Kulkarni and Sule Restaurant",Delhi,28.625865,77.251416,Japanese
Mutti-Sami Restaurant,Delhi,28.603191,77.171588,Indian
Bhardwaj-Badal Restaurant,Delhi,28.581731,77.210723,Chinese
Nath-Dora Restaurant,Chennai,13.061499,80.24866,Arabic
"Kapoor, Kata and Raval Restaurant",Lucknow,26.872824,80.986482,Japanese
"Sridhar, Rama and Sinha Restaurant",Kolkata,22.549394,88.382468,Indian
Dash PLC Restaurant,Lucknow,26.825179,80.9572,Arabic
"Barad, Iyer and Borah Restaurant",Ahmedabad,22.996769,72.60843,Arabic
Prabhu-Goda Restaurant,Lucknow,26.863539,80.984319,Arabic
Patla-Rastogi Restaurant,Pune,18.544299,73.880027,Mexican
"Bahl, Verma and Kari Restaurant",Pune,18.506305,73.818788,South Indian
"Dhillon, Sastry and Bora Restaurant",Mumbai,19.074456,72.856604,Italian
"Swaminathan, Varty and Hans Restaurant",Chennai,13.065562,80.281859,Mexican
"Rajagopal, Chander and De Restaurant",Delhi,28.607843,77.185875,Italian
Ghosh-Magar Restaurant,Pune,18.519044,73.882259,Indian
Narula LLC Restaurant,Lucknow,26.81403,80.970467,Indian
Kapur-Mahal Restaurant,Hyderabad,17.362359,78.519415,Japanese
Pai-Srinivasan Restaurant,Kolkata,22.589535,88.343992,Chinese
Hari Inc Restaurant,Jaipur,26.934673,75.773928,Italian
"Mander, Dewan and Chatterjee Restaurant",Delhi,28.648602,77.202841,Japanese
Kala-Kala Restaurant,Pune,18.52328,73.877682,South Indian
Karpe-Sethi Restaurant,Kolkata,22.613889,88.367861,Japanese
Deshmukh-Narasimhan Restaurant,Ahmedabad,22.998844,72.595962,Arabic
"Narang, Chaudhary and Nagi Restaurant",Kolkata,22.560896,88.327726,Mexican
Narain-Sanghvi Restaurant,Ahmedabad,23.051631,72.579205,Chinese
Sagar Inc Restaurant,Delhi,28.643587,77.217057,Italian
"Nayar, Upadhyay and Shroff Restaurant",Kolkata,22.591136,88.34526,Arabic
"Kala, Varty and Chadha Restaurant",Jaipur,26.888994,75.801973,Arabic
"Mittal, Suresh and Sami Restaurant",Bangalore,13.000542,77.601266,Arabic
"Jayaraman, Pau and Divan Restaurant",Lucknow,26.843263,80.966953,Arabic
"Goyal, Parmar and D’Alia Restaurant",Pune,18.51056,73.818242,Indian
Dube PLC Restaurant,Jaipur,26.900998,75.757608,Japanese
Dutt-Chatterjee Restaurant,Chennai,13.055436,80.253885,South Indian
Bath-Kulkarni Restaurant,Ahmedabad,23.026026,72.614126,Indian
"Hegde, Pandya and Kar Restaurant",Pune,18.501368,73.893585,Arabic
"Sahota, Sidhu and Tata Restaurant",Pune,18.550043,73.829781,Indian
"Pai, Shroff and Taneja Restaurant",Chennai,13.088112,80.290861,Chinese
Tella and Sons Restaurant,Lucknow,26.843289,80.980924,North Indian
"Gill, Balakrishnan and Zacharia Restaurant",Kolkata,22.592622,88.328162,Chinese
Varty-Kibe Restaurant,Ahmedabad,23.046074,72.561599,Arabic
Manda Group Restaurant,Chennai,13.122452,80.260399,Chinese
"Ganguly, Sem and Mitra Restaurant",Bangalore,13.000481,77.606479,Italian
Comar LLC Restaurant,Pune,18.539429,73.867746,Italian
Tank-Purohit Restaurant,Bangalore,13.011475,77.587265,South Indian
Viswanathan and Sons Restaurant,Kolkata,22.591194,88.322067,Mexican
"Ganguly, Sem and Mitra Restaurant",Hyderabad,17.405987,78.479667,North Indian
"Krish, Cheema and Gill Restaurant",Hyderabad,17.341459,78.490353,Italian
"Pant, Parmar and Garg Restaurant",Delhi,28.636589,77.241464,Mexican
Chokshi-Bhattacharyya Restaurant,Delhi,28.651934,77.199252,Indian
Lala Group Restaurant,Mumbai,19.094333,72.876791,Japanese
Bala-Nayak Restaurant,Lucknow,26.874259,80.930969,North Indian
"Mall, Padmanabhan and Vala Restaurant",Pune,18.542428,73.853721,Indian
Aurora Inc Restaurant,Hyderabad,17.390974,78.460617,South Indian
"Sheth, Mutti and Walla Restaurant",Bangalore,12.978185,77.572525,Arabic
"Mane, Kota and Solanki Restaurant",Pune,18.50373,73.832676,Arabic
"Arya, Chandra and Menon Restaurant",Mumbai,19.040376,72.889359,Arabic
Kala PLC Restaurant,Mumbai,19.087308,72.895565,Arabic
Raghavan and Sons Restaurant,Jaipur,26.952273,75.795879,Chinese
Ravi LLC Restaurant,Hyderabad,17.420748,78.48971,Arabic
"Sachdev, Kala and Zachariah Restaurant",Hyderabad,17.400715,78.461868,Italian
"Date, Krishnamurthy and Jaggi Restaurant",Bangalore,12.958584,77.607471,Indian
"Raj, Mistry and Shroff Restaurant",Bangalore,12.997835,77.599464,Japanese
"Parmer, Raghavan and Saha Restaurant",Ahmedabad,23.0234,72.600861,South Indian
Sule-Wable Restaurant,Kolkata,22.565984,88.394913,Mexican
Buch and Sons Restaurant,Hyderabad,17.345376,78.473348,South Indian
Chauhan and Sons Restaurant,Bangalore,12.99754,77.589551,Indian
Dada-Barman Restaurant,Delhi,28.611885,77.239592,South Indian
Choudhry Inc Restaurant,Lucknow,26.864932,80.925562,Japanese
Sule and Sons Restaurant,Jaipur,26.942767,75.760684,North Indian
Gupta-Varma Restaurant,Hyderabad,17.374155,78.454936,Mexican
Sastry Inc Restaurant,Delhi,28.609324,77.173473,Mexican
Comar-Doshi Restaurant,Hyderabad,17.392235,78.511087,Japanese
Wason-Srinivasan Restaurant,Mumbai,19.091963,72.850475,Chinese
Sarkar-Parekh Restaurant,Chennai,13.103901,80.235147,South Indian
Kapadia PLC Restaurant,Pune,18.512992,73.902438,Chinese
Thakkar Inc Restaurant,Jaipur,26.905973,75.809241,North Indian
Hayre-Soni Restaurant,Pune,18.513149,73.874657,Mexican
Thakkar Ltd Restaurant,Jaipur,26.909172,75.765391,Mexican
Soman and Sons Restaurant,Ahmedabad,23.033183,72.588429,Japanese
Kara Ltd Restaurant,Bangalore,12.961603,77.612332,Japanese
"Lanka, Kala and Khatri Restaurant",Lucknow,26.827505,80.976632,North Indian
"Wable, Borah and Kulkarni Restaurant",Jaipur,26.902934,75.809523,Mexican
Talwar LLC Restaurant,Ahmedabad,23.058389,72.5425,Japanese
"Jha, Madan and Dasgupta Restaurant",Kolkata,22.550544,88.384211,Italian
Keer PLC Restaurant,Pune,18.550873,73.851529,Chinese
"Mistry, Deol and Kala Restaurant",Chennai,13.057586,80.299986,Indian
Dani-Chaudhari Restaurant,Mumbai,19.097989,72.850478,South Indian
Bhalla-Gade Restaurant,Kolkata,22.584535,88.393689,Italian
Lalla-Gandhi Restaurant,Chennai,13.04272,80.290695,North Indian
"Pai, Vala and Varghese Restaurant",Delhi,28.627528,77.233279,Indian
"Dhaliwal, Sarin and Sengupta Restaurant",Chennai,13.084506,80.233957,Chinese
Dugal and Sons Restaurant,Kolkata,22.536676,88.379227,Chinese
"Sundaram, Chowdhury and Kulkarni Restaurant",Chennai,13.087139,80.306407,Arabic
"Sundaram, Chowdhury and Kulkarni Restaurant",Chennai,13.062253,80.250266,Mexican
Sant-Ramaswamy Restaurant,Bangalore,12.977392,77.572678,Mexican
Mohan PLC Restaurant,Pune,18.553488,73.886018,Chinese
"Chacko, Kumar and Pant Restaurant",Mumbai,19.045084,72.869077,Arabic
Kari-Chana Restaurant,Chennai,13.098235,80.254073,Indian
Kakar Ltd Restaurant,Mumbai,19.08926,72.861867,Arabic
Khatri Inc Restaurant,Hyderabad,17.365411,78.471027,Japanese
Guha Group Restaurant,Mumbai,19.052362,72.908833,Arabic
Khurana Group Restaurant,Delhi,28.654541,77.219379,Chinese
Ramesh-Walia Restaurant,Mumbai,19.064693,72.860476,South Indian
Misra LLC Restaurant,Lucknow,26.864253,80.973795,South Indian
Mishra-Zachariah Restaurant,Lucknow,26.811788,80.943745,South Indian
"Dani, Joshi and Koshy Restaurant",Delhi,28.631927,77.218131,Japanese
Prabhu-Goda Restaurant,Chennai,13.124199,80.268207,Chinese
Pau Ltd Restaurant,Pune,18.553207,73.836378,Arabic
Jani and Sons Restaurant,Delhi,28.63924,77.186712,Mexican
Lal Inc Restaurant,Ahmedabad,23.060293,72.590317,Indian
Chhabra PLC Restaurant,Ahmedabad,22.998603,72.547237,Chinese
Dave LLC Restaurant,Bangalore,12.949256,77.571139,Arabic
"Apte, Naik and Badami Restaurant",Jaipur,26.914732,75.751643,Japanese
"Bhatti, Patil and Arya Restaurant",Lucknow,26.819711,80.961649,North Indian
"Dewan, Mitter and Luthra Restaurant",Chennai,13.096792,80.30363,Chinese
Choudhry-Ghosh Restaurant,Kolkata,22.593916,88.339445,Mexican
Bhat Group Restaurant,Mumbai,19.074097,72.838569,Indian
Gupta-Varma Restaurant,Mumbai,19.11707,72.888087,Indian
Brahmbhatt Inc Restaurant,Bangalore,12.990965,77.607032,Arabic
Khurana-Khatri Restaurant,Pune,18.54407,73.830087,Japanese
Chhabra Group Restaurant,Ahmedabad,23.050934,72.59808,North Indian
Dhillon-Dada Restaurant,Bangalore,12.969052,77.57258,Chinese
Dhar-Dutta Restaurant,Lucknow,26.880248,80.936025,Mexican
